表格1,,,,,,,,,,,,,,,,,,,,
,Ruth'sChrisSteakHouse茹絲葵牛排館,,蒜香奶油,,,,五湖街,,,,,,,,,,,,,
,22:02八德店,,蒜香鮭魚,,,,民有二街,,,,,,,,,,,,,
,老天母高鳳珠(油切)滷味,,蒜香醬,,,,備內街,,,,,,,,,,,,,
,圍爐酸菜白肉火鍋,,蒜香麵包,,,,新開園,,,,,,,,,,,,,
,廚房客家美食,,蒜蓉醬,,,,中興南路,,,,,,,,,,,,,
,麵線傳奇,,蒸飯,,,,龍富十三街,,,,,,,,,,,,,
,麵匠坐坊うどん本店,,蒸餃類,,,,保糖街,,,,,,,,,,,,,
,ＯＳＫＡ,,蜜汁烤肉醬,,,,安居街,,,,,,,,,,,,,
,新食館,,蜜地瓜,,,,萬全街,,,,,,,,,,,,,
,維圖斯咖啡,,蜜味叉燒,,,,法院前街,,,,,,,,,,,,,
,佳興魚丸,,蜜核桃,,,,下石頭埔,,,,,,,,,,,,,
,六村麵食館,,蜜茶,,,,福星一街,,,,,,,,,,,,,
,沪里弄堂四層創意火鍋,,蜜梅凍,,,,華祥路,,,,,,,,,,,,,
,克夏餐廳Yorkshire,,蜜漬洛神花水果,,,,莊康路,,,,,,,,,,,,,
,時常在這裡,,蜜漬洛神花水果沙拉,,,,介林二街,,,,,,,,,,,,,
,九尾韓國豆腐煲,,蜜糖土司,,,,四川西一街,,,,,,,,,,,,,
,ALLPASTA義大利麵美式漢堡,,辣味香腸,,,,中厝路,,,,,,,,,,,,,
,TOPCAPSTEAKHOUSE,,辣味培根,,,,美崙街,,,,,,,,,,,,,
,FindADay找一頓,,辣味雞肉義大利麵,,,,南華路,,,,,,,,,,,,,
,貝莉義式餐廳,,辣味雞肉麵,,,,政大一街,,,,,,,,,,,,,
,漫高三明治mountkaosandwichshop,,辣炒小章魚,,,,直潭八街,,,,,,,,,,,,,
,四鄉五島馬祖麵店,,辣炒小章魚五花肉,,,,莒光二街,,,,,,,,,,,,,
,可蜜達Comida炭烤吐司,,辣炒魷魚五花肉,,,,獅興街,,,,,,,,,,,,,
,武鼎越豐越南麵食館,,辣椒片,,,,仁賢街,,,,,,,,,,,,,
,赤初杭州酒釀麻辣麵,,辣椒肉,,,,東隆路,,,,,,,,,,,,,
,LaBonCafé,,辣菜,,,,仁福三街,,,,,,,,,,,,,
,Churro'K,,辣腸,,,,高鐵九路,,,,,,,,,,,,,
,劉山東牛肉麵,,辣豬,,,,水尾子,,,,,,,,,,,,,
,茹絲葵牛排館,,辣醬炸雞,,,,育德七街,,,,,,,,,,,,,
,法語人之家CafétériaLaMaison,,辣醬麵,,,,工業區十八路,,,,,,,,,,,,,
,築地銀銀角酒場,,辣雞,,,,爽文路,,,,,,,,,,,,,
,好佳麵食館,,酵母麵包,,,,九成街,,,,,,,,,,,,,
,這裡咖啡,,酸白菜,,,,國賢一街,,,,,,,,,,,,,
,Golosoilciboevino,,酸梅汁,,,,賢德西路,,,,,,,,,,,,,
,雲軒西餐廳,,酸湯魚,,,,修安街,,,,,,,,,,,,,
,明福台菜海鮮,,酸菜白肉火鍋,,,,寶慶一路,,,,,,,,,,,,,
,福亭拉麵御膳,,酸菜魚片,,,,後洲路一段,,,,,,,,,,,,,
,DanRyan's,,酸菜魚片鍋,,,,光華十路,,,,,,,,,,,,,
,蘇杭餐廳,,酸黃瓜,,,,蘇東路,,,,,,,,,,,,,
,幸春三兄妹豆花,,酸辣粉,,,,蛇舌子,,,,,,,,,,,,,
,水牛城美式炭烤牛排,,酸辣湯頭,,,,文化北街,,,,,,,,,,,,,
,渡なべ,,酸辣湯麵,,,,福瑞街,,,,,,,,,,,,,
,alohas野草餐廳,,酸辣鳳爪,,,,大仁七街,,,,,,,,,,,,,
,NomNom,,酸辣蝦湯,,,,北興,,,,,,,,,,,,,
,旅城VoyageBistro&Bar,,酸醋醬,,,,大誠路,,,,,,,,,,,,,
,小川台灣居酒屋,,銅盤豬肉,,,,蘭井街,,,,,,,,,,,,,
,FREAKScafé&bistro癮客小酒館,,餅乾皮,,,,信昌九街,,,,,,,,,,,,,
,水問蔬食餐坊,,鳳爪鳳爪,,,,南王西街,,,,,,,,,,,,,
,MountainMountain,,鳳梨果醬,,,,前鎮巷,,,,,,,,,,,,,
,醉楓園小館,,鳳梨果露,,,,建平四街,,,,,,,,,,,,,
,Woolloomooloo,,鳳梨蛋糕,,,,府安路,,,,,,,,,,,,,
,rippie,,鳳梨蝦球,,,,霞海南一街,,,,,,,,,,,,,
,4ManoCaffé,,鳳梨蝦球堡,,,,松江路,,,,,,,,,,,,,
,寶島鐵板燒,,鳳梨蘋果,,,,精美街,,,,,,,,,,,,,
,新鮮豆漿,,劉芋仔,,,,南埔一街,,,,,,,,,,,,,
,陳記百果園,,劉芋仔蛋黃,,,,興業一街,,,,,,,,,,,,,
,TANKQ,,劉芋仔蛋黃芋餅,,,,幸福十九街,,,,,,,,,,,,,
,美璟越南美食,,廣式片皮鴨,,,,七星街,,,,,,,,,,,,,
,Ho'Me廚房&親子餐廳,,德式臘腸,,,,達生五路,,,,,,,,,,,,,
,JJIMDAK,,撥蝦殼,,,,瓊泰路,,,,,,,,,,,,,
,鬼金棒カラシビ味噌らー麺,,撒尿牛丸,,,,華岡路,,,,,,,,,,,,,
,我思私宅甜點w.a.sHouse,,歐姆飯,,,,楓林一街,,,,,,,,,,,,,
,香港私宅打邊爐火鍋餐廳,,潤餅,,,,鯉魚路,,,,,,,,,,,,,
,南門福州傻瓜乾麵,,熱粥,,,,元化路,,,,,,,,,,,,,
,woopsbistrobar,,熱麵,,,,東山街,,,,,,,,,,,,,
,余韻日本料理,,穀米飯,,,,望古坑路,,,,,,,,,,,,,
,RilakkumaCafé拉拉熊咖啡廳,,穀物麵包,,,,萬仙街,,,,,,,,,,,,,
,Burger&Co,,蔗香紅茶,,,,拓農路,,,,,,,,,,,,,
,巧食屋手打麵疙瘩,,蓮子湯,,,,中興嶺,,,,,,,,,,,,,
,阿肯美式餐廳,,蔬菜串燒,,,,信陵路,,,,,,,,,,,,,
,羊雞城,,蔬菜咖哩,,,,電信街,,,,,,,,,,,,,
,陶浣紗健康概念火鍋,,蔬菜咖哩烏龍麵,,,,海東街,,,,,,,,,,,,,
,OFFICEbymastro,,蔬菜高湯,,,,正心街,,,,,,,,,,,,,
,忠誠山東蔥油餅,,蔬菜清湯,,,,千湖路,,,,,,,,,,,,,
,ISM主義甜時,,蔬菜飯,,,,愛二街,,,,,,,,,,,,,
,GIGOGI吉購吉,,蔓越莓燒酒,,,,水碓七路,,,,,,,,,,,,,
,真芳,,蔡元益紅茶,,,,崇聖街,,,,,,,,,,,,,
,起家雞Cheogajip韓式炸雞,,蔥油雞,,,,溪口街,,,,,,,,,,,,,
,兔子兔子茶飲專賣店,,蔥花腸粉,,,,健行路,,,,,,,,,,,,,
,蜷尾家,,蔥花蘿蔔,,,,蔦松路,,,,,,,,,,,,,
,金爸爸,,蔥蛋餅,,,,新市一路三段,,,,,,,,,,,,,
,匡吉蓋飯烏龍麵,,蔥飯,,,,榴南路,,,,,,,,,,,,,
,CAMPUSCAFE,,蔥餅皮,,,,藍田街,,,,,,,,,,,,,
,Grababite吃點東西！,,蔥燒餅,,,,區界東路,,,,,,,,,,,,,
,布丁狗餐廳,,蔥爆牛肉,,,,仁里七街,,,,,,,,,,,,,
,Dela1010,,蝦片,,,,甘河路,,,,,,,,,,,,,
,港點大師,,蝦沙拉,,,,自成街,,,,,,,,,,,,,
,光點珈琲時光,,蝦高湯,,,,東龍路後街,,,,,,,,,,,,,
,大聲公牛肉麵店,,蝦球堡,,,,慶利街,,,,,,,,,,,,,
,萬芳冰室,,複合式火鍋,,,,宏毅三路,,,,,,,,,,,,,
,金鐘香港茶餐廳,,豬小排,,,,同德路,,,,,,,,,,,,,
,McDonald,,豬五花肉片,,,,愛二路,,,,,,,,,,,,,
,麥當勞,,豬肉串燒,,,,梅龍三街,,,,,,,,,,,,,
,McCafe,,豬肉沙拉,,,,東谷路,,,,,,,,,,,,,
,漢奇肉羹,,豬肉咖哩,,,,彰濱東二路,,,,,,,,,,,,,
,cafedecomma逗點複合式餐飲,,豬肉飯,,,,大湳街,,,,,,,,,,,,,
,ArtistaPerfetto,,豬肉義大利麵,,,,公正一街,,,,,,,,,,,,,
,找點心Trediumshim,,豬肉腸,,,,中興街一段,,,,,,,,,,,,,
,王哥豆花,,豬肉漢堡,,,,原德路,,,,,,,,,,,,,
,清真黃牛肉麵館,,豬肉酸辣,,,,立德十路,,,,,,,,,,,,,
,AWESOMEBURGER,,豬肋,,,,球崙街,,,,,,,,,,,,,
,吳名麻辣,,豬血湯,,,,菁埔寮,,,,,,,,,,,,,
,吉甜不辣,,豬肚煲鍋,,,,高坪三十二街,,,,,,,,,,,,,
,smith&hsu,,豬排肉,,,,星文一街,,,,,,,,,,,,,
,鰭彩日式料理,,豬排醬汁,,,,光正街,,,,,,,,,,,,,
,119米粉湯,,豬腳皮,,,,崙東北路,,,,,,,,,,,,,
,無名古早味燒餅、包子,,豬腳湯,,,,福仁街,,,,,,,,,,,,,
,好物咖啡廳TheHaowuSpiritCafe,,豬腳豬腳,,,,永保街,,,,,,,,,,,,,
,穿越九千公里交給你,,豬腦,,,,愛蘭路,,,,,,,,,,,,,
,阿里巴巴的廚房,,豬頸花肉,,,,永順街,,,,,,,,,,,,,
,景美鐵板燒,,醋泡辣椒,,,,大坪二街,,,,,,,,,,,,,
,RAW,,銷魂飯,,,,民興街,,,,,,,,,,,,,
,義窩風Pasta,,養生湯,,,,雙鳳里,,,,,,,,,,,,,
,ASTARcoffeehouse,,養生湯頭,,,,建基街,,,,,,,,,,,,,
,初心菓寮,,魷魚五花肉,,,,昌盛街,,,,,,,,,,,,,
,舞蔬弄果,,魷魚片,,,,源泉街,,,,,,,,,,,,,
,瞞著爹町和食,,墨魚義大利麵,,,,光榮五街,,,,,,,,,,,,,
,開開看江浙小吃店,,擂茶,,,,下宅子,,,,,,,,,,,,,
,Oh!MyStone,,橙花排骨,,,,順和九街,,,,,,,,,,,,,
,東京紅茶餐廳KANO,,橘茶嫣,,,,頂埔街,,,,,,,,,,,,,
,大戶屋,,橄欖麵包,,,,裕義路,,,,,,,,,,,,,
,盛屋大吉,,濃湯襯嫩煎干貝,,,,西庄巷,,,,,,,,,,,,,
,川品排骨店,,燉雞湯,,,,樂業東一街,,,,,,,,,,,,,
,Butcher'sKitchen肉舖廚房,,燒仙草,,,,右昌街,,,,,,,,,,,,,
,杭州小籠湯包,,燒鳥,,,,東和路,,,,,,,,,,,,,
,Bellavitaa3,,燒鴨,,,,龍山東路,,,,,,,,,,,,,
,熊本熊Cafe,,燒雞,,,,溝內路,,,,,,,,,,,,,
,萊爾富便利商店,,燕麥飯,,,,中興南街,,,,,,,,,,,,,
,Chillya,,糕餅,,,,舊營,,,,,,,,,,,,,
,PIZZERIAOGGI,,蕈菇濃湯,,,,玉成,,,,,,,,,,,,,
,AngeloAglianoRestaurant（安傑羅）,,蕃茄片,,,,民愛路,,,,,,,,,,,,,
,巨森早餐吧,,蕃茄牛肉,,,,工商路,,,,,,,,,,,,,
,北平良田刀削麵,,蕃茄湯,,,,豐原街,,,,,,,,,,,,,
,良品牛肉麵館,,蕃茄義大利麵,,,,舊二路,,,,,,,,,,,,,
,翠林越南餐廳,,蕃茄濃湯,,,,北橫三路,,,,,,,,,,,,,
,東仔甜不辣,,蕃茄鍋,,,,田頭中路,,,,,,,,,,,,,
,20鍋,,蕃茄麵,,,,定南路,,,,,,,,,,,,,
,靚宅咖哩,,蕪菁濃湯,,,,鶴山,,,,,,,,,,,,,
,小里子小吃店,,螃蟹米粉,,,,利寧路,,,,,,,,,,,,,
,哈肯鋪,,螃蟹米粉鍋,,,,雙溪,,,,,,,,,,,,,
,竹間精緻鍋物南京店,,螃蟹粥,,,,海豐厝,,,,,,,,,,,,,
,小慧涼麵,,貓爪,,,,梅林三街,,,,,,,,,,,,,
,天仁喫茶趣,,貓耳朵麵,,,,福中一街,,,,,,,,,,,,,
,莫宰羊,,頭髓湯,,,,哨頭街,,,,,,,,,,,,,
,阿根早點,,鮑汁悶鳳爪,,,,嘉安一街,,,,,,,,,,,,,
,WaitingBistro,,鮑魚海產粥,,,,興中一路,,,,,,,,,,,,,
,蘇杭點心店,,鮑絲瘦肉,,,,雲和街,,,,,,,,,,,,,
,元味碳烤,,鮑絲瘦肉粥,,,,夏田路,,,,,,,,,,,,,
,韓武鍋,,鴨肉義大利麵,,,,經貿東路,,,,,,,,,,,,,
,齊民市集有機鍋物,,鴨血臭豆腐,,,,馬賽路,,,,,,,,,,,,,
,銀翼餐廳,,鴨胸外皮,,,,富豐南路,,,,,,,,,,,,,
,畬室法式巧克力甜點創作,,鴨骨粥,,,,榮安十街,,,,,,,,,,,,,
,JumaneCafe'佐曼咖啡館,,鴨掌,,,,民有二路,,,,,,,,,,,,,
,廣安樓,,鴨腸,,,,青川街,,,,,,,,,,,,,
,賀順日式料理,,鴨腿,,,,富貴一路,,,,,,,,,,,,,
,GIVEMEPIE,,龍眼蜂蜜,,,,南一路,,,,,,,,,,,,,
,祖師廟焢肉飯,,龍蝦濃湯,,,,平三街,,,,,,,,,,,,,
,有間客讚,,龍蝦麵,,,,青島東路,,,,,,,,,,,,,
,紫牛牛排館,,龜製麵,,,,佛佑路,,,,,,,,,,,,,
,入內廚房(入內珈琲)ZoonoKitchen,,優格水果沙拉,,,,中山七街,,,,,,,,,,,,,
,VGCaféTaipei,,優格冰沙,,,,旭日街,,,,,,,,,,,,,
,一五一食時尚鮮鍋,,優格沙拉,,,,興林一街,,,,,,,,,,,,,
,糜家莊,,優格燒酒,,,,嘉政五街,,,,,,,,,,,,,
,FocusKitchen肯恩廚房,,穗浪特調柚子酒,,,,芋寮路,,,,,,,,,,,,,
,四哥的店,,薄片五花肉,,,,新平路,,,,,,,,,,,,,
,岩串燒,,薄片鴨血,,,,勝安二街,,,,,,,,,,,,,
,博多華味鳥,,薄荷糖,,,,新城三路,,,,,,,,,,,,,
,太陽蕃茄拉麵,,薑絲皮蛋,,,,二坪頂,,,,,,,,,,,,,
,KickBurger,,薑絲皮蛋鴨骨粥,,,,成泰路四段,,,,,,,,,,,,,
,春喜炭火燒肉,,薑黃飯,,,,國民四街,,,,,,,,,,,,,
,曼朵拉創義洋廚,,薑餅,,,,下庄仔,,,,,,,,,,,,,
,兩披索靚鍋,,薯茸,,,,崇明十三街,,,,,,,,,,,,,
,鬍子叔叔義麵工坊,,薯條薯條,,,,金山二十一街,,,,,,,,,,,,,
,阿里港土鵝(鴨)肉,,薯絲,,,,翠峰路,,,,,,,,,,,,,
,水舞饌大直店,,薇妮拉香草,,,,玄廟路,,,,,,,,,,,,,
,偵軒精緻鍋物,,螺貝,,,,忠孝東路一段,,,,,,,,,,,,,
,Bowls丼飯專賣店RiceBowlsCafe,,避風塘炒蟹,,,,小西路,,,,,,,,,,,,,
,SUBWAY,,避風塘蒜酥,,,,上石路,,,,,,,,,,,,,
,當歸羊肉湯,,鍋包肉,,,,大湖八路,,,,,,,,,,,,,
,台北雙享小吃店,,鍋底炒飯,,,,八德街,,,,,,,,,,,,,
,Lacuisinebourgeoise布爾喬亞,,鍋底鴨血,,,,五福六路,,,,,,,,,,,,,
,婆娑,,鍋飯,,,,橫山街,,,,,,,,,,,,,
,義麵坊CASADELLAPASTA,,鍋媽媽牛奶,,,,德隆路,,,,,,,,,,,,,
,大龍蝦,,鍋蒸蛋,,,,新復路,,,,,,,,,,,,,
,秦小姐豆漿店,,韓式五花肉,,,,大理街,,,,,,,,,,,,,
,HERDORTeaHouse,,韓式冬粉,,,,瑞德街,,,,,,,,,,,,,
,傷心酸辣粉SadSuperHotNoodles,,韓式石鍋拌飯,,,,四棧橋,,,,,,,,,,,,,
,樂野食,,韓式泡菜叉燒,,,,賢仁路,,,,,,,,,,,,,
,巴黎米咖啡,,韓式泡菜叉燒拉麵,,,,榮華三路,,,,,,,,,,,,,
,純CUISINE歐法料理,,韓式厚骨牛,,,,仁愛二路,,,,,,,,,,,,,
,PHATBurger,,韓式香辣奶油金針菇,,,,前龍街,,,,,,,,,,,,,
,知貳茶館,,韓式海鮮豆腐,,,,弘道,,,,,,,,,,,,,
,鍋媽媽牛奶火鍋,,韓式海鮮豆腐鍋,,,,鐵店路,,,,,,,,,,,,,
,億長御坊,,韓式特調辣味雞肉,,,,政大一街,,,,,,,,,,,,,
,豆花莊,,韓式湯飯,,,,條和八街,,,,,,,,,,,,,
,喜相逢麵館,,韓式燉雞,,,,文華路,,,,,,,,,,,,,
,滿滿韓國料理,,韓式燒桶子牛,,,,大聖四街,,,,,,,,,,,,,
,DOTdot點點食堂,,韓式鍋巴,,,,德正街,,,,,,,,,,,,,
,AmberCafe,,韓式醬料,,,,興業東路,,,,,,,,,,,,,
,多愛家早餐店,,鮮奶厚片土司,,,,直潭四街,,,,,,,,,,,,,
,紀どり,,鮮奶紅茶,,,,楓林坑,,,,,,,,,,,,,
,怪獸牛排屋,,鮮奶捲餅,,,,崙新北路,,,,,,,,,,,,,
,CUPETIT卡柏蒂概念甜點,,鮮果沙拉,,,,崇明二十四街,,,,,,,,,,,,,
,DigoutBar&Caffè,,鮮果雪花冰,,,,緯五路,,,,,,,,,,,,,
,老建中麵店,,鮮柚綠茶,,,,下福,,,,,,,,,,,,,
,LouisaCoffee路易．莎咖啡,,鮮魚片,,,,柳豐路,,,,,,,,,,,,,
,乾杯信義,,鮮魚味增湯,,,,山美路,,,,,,,,,,,,,
,景美夜市巷子內米粉湯,,鮮蝦尖管麵,,,,北昌五街,,,,,,,,,,,,,
,CineCafe,,鮮蝦柚子,,,,光正路,,,,,,,,,,,,,
,de'A,,鮮蝦湯,,,,宏慶新邨,,,,,,,,,,,,,
,55號BRUNCH早餐店,,鮮蝦菠菜,,,,松江路,,,,,,,,,,,,,
,2JCAFE,,鮮蝦雲吞湯,,,,隆興,,,,,,,,,,,,,
,愛買景美店,,鮮蝦腸粉,,,,高原一街,,,,,,,,,,,,,
,BEARDPAPA'S,,鮮蝦腐皮卷,,,,東英三街,,,,,,,,,,,,,
,OVOV義式手工水果冰淇淋,,鮮蝦腐皮捲,,,,工區五路,,,,,,,,,,,,,
,三德大飯店,,鮮蝦蒸餃,,,,義林七街,,,,,,,,,,,,,
,新葡苑,,鮮蝦餅,,,,勝利二街,,,,,,,,,,,,,
,台灣小小吃,,鮮蝦雞尾酒,,,,文壽街,,,,,,,,,,,,,
,Villa.likeBistro悅禾莊園義法餐酒館,,鮪魚玉米,,,,公正一路,,,,,,,,,,,,,
,evans,,鮪魚生魚片,,,,文學三街,,,,,,,,,,,,,
,天丼專門店,,鮭魚奶油,,,,大湳路,,,,,,,,,,,,,
,宸品咖啡,,鮭魚奶油義大利麵,,,,大學三十六街,,,,,,,,,,,,,
,LaQuiche澄樂咖啡餐館,,鮭魚炒飯,,,,太峰路,,,,,,,,,,,,,
,莫名福州乾拌麵,,鮭魚茶,,,,通北街,,,,,,,,,,,,,
,MicasaDolci蜜膳屋,,鮭魚馬鈴薯沙拉,,,,學進路,,,,,,,,,,,,,
,田季發爺燒肉,,鮭魚義大利麵,,,,泰林路二段,,,,,,,,,,,,,
,北大火雞肉飯魯肉飯,,鮭魚鍋,,,,昌盛路,,,,,,,,,,,,,
,董家涼麵,,鮭魚鮪魚,,,,中北一街,,,,,,,,,,,,,
,明池豆花,,檸檬冬瓜冰沙,,,,永順路,,,,,,,,,,,,,
,民生酒場,,檸檬甘蔗,,,,海東七街,,,,,,,,,,,,,
,PAUL,,檸檬冰,,,,同德六街,,,,,,,,,,,,,
,88茶餐廳,,檸檬冰沙,,,,城南十街,,,,,,,,,,,,,
,麗咖咖,,檸檬冰茶,,,,濱山街,,,,,,,,,,,,,
,亞尼克菓子工房,,檸檬蛋黃,,,,正心路,,,,,,,,,,,,,
,GALERIEBistro,,檸檬塔塔皮,,,,楠梓加工出口區東五街,,,,,,,,,,,,,
,Jack&NaNaCOFFEESTORE,,檸檬糖霜,,,,合和,,,,,,,,,,,,,
,里山咖啡,,檸檬雞柳條,,,,正光二街,,,,,,,,,,,,,
,LaVoilà樂窩,,檸檬鱸魚,,,,橋新六路,,,,,,,,,,,,,
,大師兄,,燻腸,,,,守法街,,,,,,,,,,,,,
,Brunner-brunch&dinner,,燻鴨,,,,新店路,,,,,,,,,,,,,
,君君滷肉飯,,燻鮭魚奶油,,,,愛二街,,,,,,,,,,,,,
,道頓堀御好燒,,燻鮭魚凱薩沙拉,,,,中西三路,,,,,,,,,,,,,
,金鱻熱炒,,燻鮭魚鹹派,,,,懷忠路,,,,,,,,,,,,,
,湘鼎坊,,燻雞披薩,,,,貿商街,,,,,,,,,,,,,
,中央市場生猛海鮮100,,獵人蛋捲,,,,苦苓腳,,,,,,,,,,,,,
,信福田廚房,,藍莓乳酪,,,,竹子街,,,,,,,,,,,,,
,韓天閣,,藍莓果粒,,,,中港南路,,,,,,,,,,,,,
,奧客麥來,,藍莓蛋糕,,,,大模街,,,,,,,,,,,,,
,卡布里喬莎,,藍莓綠茶,,,,藍田路,,,,,,,,,,,,,
,紅蜻蜓食事處,,覆盆子巧克力,,,,松北路,,,,,,,,,,,,,
,阿富傳統豆花,,覆盆子巧克力蛋糕,,,,和平新路,,,,,,,,,,,,,
,知味館麵食,,覆盆子瑪德蓮,,,,南社三街,,,,,,,,,,,,,
,歐舒丹咖啡,,醬油湯,,,,福田二路,,,,,,,,,,,,,
,Bing,,雙層乳酪蛋糕,,,,大源二四街,,,,,,,,,,,,,
,CUP&PLATE,,雙醬披薩,,,,安林六街,,,,,,,,,,,,,
,鵝肉擔,,雙醬麵,,,,瑞北路,,,,,,,,,,,,,
,早餐研究所,,雞大腿肉,,,,雙園三街,,,,,,,,,,,,,
,vegg•out,,雞爪,,,,泰昌二街,,,,,,,,,,,,,
,無名古早味粉漿蛋餅,,雞肉牛肉,,,,九芎根,,,,,,,,,,,,,
,亨記麻辣火鍋,,雞肉奶油,,,,十分寮,,,,,,,,,,,,,
,四平小館,,雞肉奶油義大利麵,,,,牛埔南路,,,,,,,,,,,,,
,食尚曼谷FashionBangkok,,雞肉貝殼麵,,,,下竹圍街,,,,,,,,,,,,,
,Kitchen99,,雞肉咖哩,,,,大誠街,,,,,,,,,,,,,
,麻辣壹號店,,雞肉披薩,,,,文化北路,,,,,,,,,,,,,
,Trio三重奏,,雞肉柚子,,,,觀音路,,,,,,,,,,,,,
,Neighbor'sCafe鄰居咖啡,,雞肉帶皮,,,,羅山,,,,,,,,,,,,,
,ImPerfectCafé,,雞肉野菜,,,,集安路,,,,,,,,,,,,,
,61note,,雞肉凱薩,,,,東海十四街,,,,,,,,,,,,,
,王品牛排,,雞肉蔥串,,,,元化街,,,,,,,,,,,,,
,原味麵館,,雞卷,,,,東山路,,,,,,,,,,,,,
,藤香厚工豆花,,雞咖哩,,,,慶北一街,,,,,,,,,,,,,
,iRO新日式料理,,雞翅腿,,,,興仁路,,,,,,,,,,,,,
,東方饌黔天下貴州菜主題餐廳,,雞翅雞腿,,,,華岡街,,,,,,,,,,,,,
,NeverlandNoodleBar,,雞湯麵,,,,致祥一街,,,,,,,,,,,,,
,老牌張豬腳飯,,雞絲拉皮,,,,隆社路,,,,,,,,,,,,,
,LaMorecafe,,雞腸,,,,七星路,,,,,,,,,,,,,
,好滋味海壽司,,雞腿米線,,,,精美路,,,,,,,,,,,,,
,塞子小酒館,,雞腿凱薩沙拉,,,,建功二路,,,,,,,,,,,,,
,九州鬆餅咖啡,,雞腿堡,,,,塩水街,,,,,,,,,,,,,
,Mosun墨賞新鐵板料理餐廳,,雞腿鍋,,,,松江街,,,,,,,,,,,,,
,樂樂炭火燒肉,,雞魯飯,,,,龍南路,,,,,,,,,,,,,
,DoubleLike雙倍喜歡,,爆炒蛋辛拉麵,,,,大科坑,,,,,,,,,,,,,
,四方阿九魯肉飯,,羅宋牛肉,,,,大東路,,,,,,,,,,,,,
,找地方坐,,羅起士蛋糕,,,,愛一街,,,,,,,,,,,,,
,omocafé,,羹麵,,,,鹿東路,,,,,,,,,,,,,
,羽庭小屋,,臘腸片,,,,樟新街,,,,,,,,,,,,,
,卡帛素食烘培‧義式廚房,,藥燉羊肉,,,,北汕路,,,,,,,,,,,,,
,金滿園排骨,,藥燉肋排,,,,竹子湖路,,,,,,,,,,,,,
,LeNiNi樂尼尼義式餐廳,,藥膳鍋,,,,三部一路,,,,,,,,,,,,,
,古早味早餐店,,蟹肉玉子燒,,,,軍南一街,,,,,,,,,,,,,
,瞞著爹壽司店,,蟹肉義大利麵,,,,東隆街,,,,,,,,,,,,,
,咱家廚房,,蟹黃豆腐,,,,民溪三路,,,,,,,,,,,,,
,蔬奇納,,蟹餅,,,,二甲路,,,,,,,,,,,,,
,珍珠茶屋,,關山米,,,,錦州三街,,,,,,,,,,,,,
,木柵水煎包,,鯧魚,,,,光宇二路,,,,,,,,,,,,,
,土司吐司,,爐烤脆皮,,,,錦屏,,,,,,,,,,,,,
,TEXASROADHOUSE,,爐端燒,,,,自強九街,,,,,,,,,,,,,
,湘民小館,,糯米皮,,,,光華十街,,,,,,,,,,,,,
,光一敘集,,蘑菇醬汁,,,,岡山南路,,,,,,,,,,,,,
,沒事''早事''坐,,蘑菇雞肉,,,,忠孝南路,,,,,,,,,,,,,
,麗緻巴賽麗,,蘋果杏仁,,,,松文街,,,,,,,,,,,,,
,吃吃喝喝,,蘋果紅茶,,,,紅土厝路,,,,,,,,,,,,,
,好口福早午餐,,蘋果茶,,,,水頭一路,,,,,,,,,,,,,
,SoFree柴燒pizza,,蘋果蛋糕,,,,五分街,,,,,,,,,,,,,
,PURR'sCafe,,蘋果綠,,,,中港南路,,,,,,,,,,,,,
,麻犇堂囍糖本舖,,蘋果薄餅,,,,陽明十一街,,,,,,,,,,,,,
,水源福利會館,,蘇格蘭蛋,,,,清水坑街,,,,,,,,,,,,,
,金山客家小館,,蠔皇,,,,九成路,,,,,,,,,,,,,
,福氣韓國炸雞치킨인복ChickeninBok&Beer,,鹹蛋苦瓜,,,,溪東路,,,,,,,,,,,,,
,伊莎貝拉風情館,,鹹湯,,,,店頂,,,,,,,,,,,,,
,矢場味噌豬排,,鹹菜,,,,楓林八路,,,,,,,,,,,,,
,美景川味麵食館,,鹹餅,,,,穎川路,,,,,,,,,,,,,
,入境ArrivalCafe&Bistro,,鹹豬肉炒飯,,,,商港一路,,,,,,,,,,,,,
,漢來海港餐廳-敦化店,,麵牛肉,,,,向上一街,,,,,,,,,,,,,
,祥雲龍吟,,麵包比薩,,,,彰益街,,,,,,,,,,,,,
,凱薩帝義式餐廳,,麵包片,,,,東興三街,,,,,,,,,,,,,
,自然醒咖啡公寓,,麵包豆腐,,,,朴子工業區四街,,,,,,,,,,,,,
,Bigtable,,麵包棒,,,,南海七街,,,,,,,,,,,,,
,串居手作串燒,,麵疙瘩排骨飯,,,,中央六街,,,,,,,,,,,,,
,韓國之家,,麵筋,,,,中平,,,,,,,,,,,,,
,上乘三家,,麵飯冬粉,,,,橋新七路,,,,,,,,,,,,,
,酒食坊,,櫻花蝦豬肉,,,,頂泉路,,,,,,,,,,,,,
,燒丼株式會社,,櫻花蝦豬肉墨魚,,,,文宏路,,,,,,,,,,,,,
,角字號山姆史戴克,,櫻桃塔,,,,龜??路,,,,,,,,,,,,,
,彭園湘菜館,,籐豆泥,,,,永定五街,,,,,,,,,,,,,
,中央公園咖啡館,,蘭姆巧克力,,,,富國街,,,,,,,,,,,,,
,牛店牛肉麵,,蘭姆葡萄,,,,安光路,,,,,,,,,,,,,
,囍家炭烤三明治,,鐵火捲,,,,昌隆三街,,,,,,,,,,,,,
